full_name,resale_price,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,seats,mileage,body_type,city,registered_year_Imputation,km_group,max_power_clean_bhp,mileage_number,mileage_unit,boxcox_resale_price
2014 Toyota Corolla Altis VL AT,9016.57,2014.0,1798.0,Comprehensive,Automatic,95290.0,Second Owner,Petrol,5.0,14.28 kmpl,Sedan,Pune,2014.0,60k-100k,138.0,14.28,kmpl,3.4257677270832607
2017 Skoda Octavia 2.0 TDI AT Style Plus,15520.5,2017.0,1968.0,Comprehensive,Automatic,94157.0,Second Owner,Diesel,5.0,19.5 kmpl,Sedan,Pune,2017.0,60k-100k,141.0,19.5,kmpl,3.4706200223113517
2016 Maruti Swift ZXI,6114.81,2016.0,1197.0,Third Party,Manual,59013.0,First Owner,Petrol,5.0,18.6 kmpl,Hatchback,Pune,2016.0,20k-60k,85.0,18.6,kmpl,3.389480790714058
2014 Hyundai Grand i10 1.2 Kappa Sportz BSIV,4335.96,2014.0,1197.0,Comprehensive,Manual,59350.0,First Owner,Petrol,5.0,18.9 kmpl,Hatchback,Pune,2014.0,20k-60k,81.0,18.9,kmpl,3.3540774551425314
2013 Hyundai Grand i10 1.2 Kappa Sportz BSIV,4447.14,2014.0,1197.0,Comprehensive,Manual,68740.0,First Owner,Petrol,5.0,18.9 kmpl,Hatchback,Pune,2013.0,60k-100k,81.0,18.9,kmpl,3.356796723820971
2019 Hyundai i20 Asta 1.2,8060.43,2019.0,1197.0,Comprehensive,Manual,69158.0,First Owner,Petrol,5.0,18.5 kmpl,Hatchback,Pune,2019.0,60k-100k,82.0,18.5,kmpl,3.4156755143508244
2018 Hyundai i20 Asta 1.2,7949.26,2018.0,1197.0,Comprehensive,Manual,27468.0,First Owner,Petrol,5.0,18.5 kmpl,Hatchback,Pune,2018.0,20k-60k,82.0,18.5,kmpl,3.4144040759536947
2020 Hyundai Grand i10 Nios AMT Sportz,7726.9,2020.0,1197.0,Comprehensive,Automatic,24303.0,First Owner,Petrol,5.0,20.7 kmpl,Hatchback,Pune,2020.0,20k-60k,81.0,20.700000000000003,kmpl,3.411792085267235
2012 Chevrolet Beat Diesel LT,2167.98,2012.0,998.0,Third Party,Manual,75000.0,Third Owner,Diesel,5.0,25.44 kmpl,Hatchback,Pune,2012.0,60k-100k,58.0,25.44,kmpl,3.2720495782982733
2009 Honda Civic 1.8 V AT,2501.51,2009.0,1799.0,Third Party,Automatic,75000.0,Second Owner,Petrol,5.0,12.9 kmpl,Sedan,Pune,2009.0,60k-100k,130.0,13.0,kmpl,3.2902447450748276
2022 BMW X7 xDrive 40i M Sport,2167.98,2022.0,2360.0,Third Party,Automatic,15747.0,First Owner,Petrol,7.0,10.54 kmpl,SUV,Pune,2022.0,0-20k,187.0,13.0,kmpl,3.2720495782982733
2009 Honda City 1.5 S MT,3335.35,2009.0,1497.0,Comprehensive,Manual,48475.0,Second Owner,Petrol,5.0,17 kmpl,Sedan,Pune,2009.0,20k-60k,116.39,17.0,kmpl,3.324793356995052
2011 Hyundai i10 Magna 1.2,2167.98,2011.0,1197.0,Comprehensive,Manual,100454.0,First Owner,Petrol,5.0,20.36 kmpl,Hatchback,Pune,2011.0,100k+,78.0,20.36,kmpl,3.2720495782982733
2014 Hyundai i10 Asta AT,6114.81,2014.0,1197.0,Third Party,Automatic,32700.0,First Owner,Petrol,5.0,16.95 kmpl,Hatchback,Pune,2014.0,20k-60k,78.0,16.95,kmpl,3.389480790714058
2018 Tata Nexon 1.5 Revotorq XZ,10450.77,2018.0,1497.0,Third Party,Manual,38841.0,First Owner,Diesel,5.0,21.5 kmpl,SUV,Pune,2018.0,20k-60k,108.0,21.5,kmpl,3.438606473796782
2018 Tata Nexon XZA Plus AMT Diesel BSVI,10673.13,2018.0,1497.0,Third Party,Automatic,81055.0,First Owner,Diesel,5.0,24.07 kmpl,SUV,Pune,2018.0,60k-100k,113.0,24.07,kmpl,3.440396916274224
2014 BMW 7 Series 730Ld,31685.84,2014.0,2360.0,Third Party,Automatic,120000.0,First Owner,Diesel,5.0,16.46 kmpl,Sedan,Pune,2014.0,100k+,187.0,16.46,kmpl,3.5205203265693656
2011 Maruti Ritz VXi (ABS) BS IV,2668.28,2011.0,1197.0,Third Party,Manual,93403.0,Second Owner,Petrol,5.0,18.5 kmpl,Hatchback,Pune,2011.0,60k-100k,85.0,18.5,kmpl,3.2982271018966305
2014 Maruti Wagon R VXI,4058.01,2014.0,998.0,Third Party,Manual,85516.0,First Owner,Petrol,5.0,18.9 kmpl,Hatchback,Pune,2014.0,60k-100k,67.0,18.9,kmpl,3.3468746387037456
2015 Honda Jazz 1.2 E i VTEC,5003.03,2015.0,1199.0,Third Party,Manual,40509.0,Second Owner,Petrol,5.0,18.7 kmpl,Hatchback,Pune,2015.0,20k-60k,88.0,18.7,kmpl,3.369209010798171
2014 Hyundai i20 Asta 1.2,4725.08,2014.0,1197.0,Comprehensive,Manual,53700.0,First Owner,Petrol,5.0,18.5 kmpl,Hatchback,Pune,2014.0,20k-60k,82.0,18.5,kmpl,3.3632339561399833
2010 Toyota Corolla H3,3668.89,2010.0,1794.0,Third Party,Automatic,70279.0,First Owner,Petrol,5.0,11.3 kmpl,Sedan,Pune,2010.0,60k-100k,125.0,13.0,kmpl,3.3356687263162828
2013 Honda City 1.5 V AT,4891.85,2013.0,1497.0,Third Party,Automatic,83831.0,Second Owner,Petrol,5.0,16.8 kmpl,Sedan,Pune,2013.0,60k-100k,116.39,16.8,kmpl,3.366870643566446
2017 Honda City 1.5 GXI CVT,9005.45,2018.0,1248.0,Third Party,Automatic,108648.0,First Owner,Petrol,5.0,14.5 kmpl,Sedan,Pune,2017.0,100k+,88.0,14.5,kmpl,3.425658254994693
2016 Honda City V MT AVN,6281.58,2016.0,1497.0,Third Party,Manual,92974.0,First Owner,Petrol,5.0,16.8 kmpl,Sedan,Pune,2016.0,60k-100k,116.0,16.8,kmpl,3.3921176798569928
2017 Maruti Ertiga SHVS ZDI Plus,11117.84,2018.0,1248.0,Comprehensive,Manual,48000.0,First Owner,Diesel,7.0,24.52 kmpl,MUV,Pune,2017.0,20k-60k,88.0,24.52,kmpl,3.4438400174107544
2013 Maruti Wagon R LXI,3780.07,2014.0,998.0,Third Party,Manual,53000.0,First Owner,Petrol,5.0,18.9 kmpl,Hatchback,Pune,2013.0,20k-60k,67.0,18.9,kmpl,3.3390187758537926
2021 Maruti Eeco 5 STR With AC Plus HTR CNG,6893.06,2021.0,1196.0,Comprehensive,Manual,30000.0,First Owner,CNG,5.0,15.1 kmpl,MUV,Pune,2021.0,20k-60k,73.0,15.1,kmpl,3.4010772770864963
2018 Maruti Ignis Delta BSVI,5558.92,2018.0,1197.0,Comprehensive,Manual,26000.0,First Owner,Petrol,5.0,20.89 kmpl,Hatchback,Pune,2018.0,20k-60k,81.0,20.89,kmpl,3.379987401051176
2012 Maruti Swift VXI,4169.19,2012.0,1197.0,Comprehensive,Manual,52000.0,Second Owner,Petrol,5.0,18.6 kmpl,Hatchback,Pune,2012.0,20k-60k,85.0,18.6,kmpl,3.3498286097594283
2018 Honda City VX MT,10117.23,2018.0,1497.0,Comprehensive,Manual,35606.0,First Owner,Petrol,5.0,17.4 kmpl,Sedan,Pune,2018.0,20k-60k,117.0,17.400000000000002,kmpl,3.4358283840786794
2012 Nissan Micra Diesel XV Premium,3168.58,2012.0,1461.0,Third Party,Manual,120000.0,First Owner,Diesel,5.0,23.08 kmpl,Hatchback,Pune,2012.0,100k+,63.0,23.08,kmpl,3.3188253942073427
2018 BMW 5 Series 520d Luxury Line,31685.84,2019.0,1995.0,Third Party,Automatic,22565.0,First Owner,Diesel,5.0,20.37 kmpl,Sedan,Pune,2018.0,20k-60k,187.0,20.369999999999997,kmpl,3.5205203265693656
2011 BMW 5 Series 525d,15564.98,2012.0,1995.0,Third Party,Automatic,120000.0,First Owner,Diesel,5.0,16.73 kmpl,Sedan,Pune,2011.0,100k+,187.0,16.73,kmpl,3.470839620902932
2017 BMW 5 Series 530d M Sport,31685.84,2018.0,2360.0,Zero Dep,Automatic,43376.0,Second Owner,Diesel,5.0,14.69 kmpl,Sedan,Pune,2017.0,20k-60k,187.0,14.69,kmpl,3.5205203265693656
2017 Audi A6 35 TDI,31685.84,2017.0,1968.0,Comprehensive,Automatic,63261.0,First Owner,Diesel,5.0,18.53 kmpl,Sedan,Pune,2017.0,60k-100k,187.0,18.53,kmpl,3.5205203265693656
2014 BMW 7 Series 730Ld,31685.84,2014.0,2360.0,Third Party,Automatic,105642.0,First Owner,Diesel,5.0,16.46 kmpl,Sedan,Pune,2014.0,100k+,187.0,16.46,kmpl,3.5205203265693656
2018 Audi A3 35 TFSI Premium,27783.48,2018.0,1395.0,Third Party,Automatic,43225.0,First Owner,Petrol,5.0,19.8 kmpl,Sedan,Pune,2018.0,20k-60k,150.0,19.8,kmpl,3.512028396274468
2021 BMW 7 Series 730Ld DPE Signature,2167.98,2021.0,2360.0,Third Party,Automatic,31738.0,First Owner,Diesel,4.0,17.66 kmpl,MUV,Pune,2021.0,20k-60k,187.0,17.66,kmpl,3.2720495782982733
2017 BMW X5 xDrive 30d M Sport,31685.84,2018.0,2360.0,Third Party,Automatic,84446.0,First Owner,Diesel,5.0,15.97 kmpl,SUV,Pune,2017.0,60k-100k,187.0,15.970000000000002,kmpl,3.5205203265693656
2011 Land Rover Range Rover 5.0 Supercharged V8 Petrol,31685.84,2011.0,2360.0,Third Party,Automatic,78616.0,Second Owner,Petrol,5.0,9.6 kmpl,SUV,Pune,2011.0,60k-100k,187.0,13.0,kmpl,3.5205203265693656
2018 BMW 5 Series 520d Luxury Line,31685.84,2018.0,1995.0,Third Party,Automatic,22565.0,First Owner,Diesel,5.0,20.37 kmpl,Sedan,Pune,2018.0,20k-60k,187.0,20.369999999999997,kmpl,3.5205203265693656
2008 Honda City 1.5 V AT,3057.41,2008.0,1497.0,Third Party,Automatic,97000.0,Second Owner,Petrol,5.0,16.8 kmpl,Sedan,Pune,2008.0,60k-100k,116.39,16.8,kmpl,3.3146216286441312
2009 Maruti Wagon R LXI,2167.98,2009.0,998.0,Comprehensive,Manual,66000.0,First Owner,Petrol,5.0,18.9 kmpl,Hatchback,Pune,2009.0,60k-100k,67.0,18.9,kmpl,3.2720495782982733
2010 Hyundai i10 Sportz 1.2,2445.92,2010.0,1197.0,Comprehensive,Manual,77000.0,First Owner,Petrol,5.0,20.36 kmpl,Hatchback,Pune,2010.0,60k-100k,78.0,20.36,kmpl,3.287432894484297
2015 Hyundai Grand i10 1.2 Kappa Magna AT,4891.85,2015.0,1197.0,Comprehensive,Automatic,49533.0,First Owner,Petrol,5.0,18.9 kmpl,Hatchback,Pune,2015.0,20k-60k,81.0,18.9,kmpl,3.366870643566446
2020 Maruti Wagon R VXI,6670.7,2020.0,998.0,Comprehensive,Manual,34011.0,First Owner,Petrol,5.0,18.9 kmpl,Hatchback,Pune,2020.0,20k-60k,67.0,18.9,kmpl,3.397939899268065
2009 Hyundai Getz 1.3 GLS,2167.98,2009.0,1341.0,Third Party,Manual,100000.0,Second Owner,Petrol,5.0,14.2 kmpl,Hatchback,Pune,2009.0,60k-100k,82.0,14.2,kmpl,3.2720495782982733
2012 BMW 3 Series 320d,15564.98,2012.0,1995.0,Third Party,Automatic,44600.0,Second Owner,Diesel,5.0,13.2 kmpl,Sedan,Pune,2012.0,20k-60k,170.0,13.2,kmpl,3.470839620902932
2013 BMW X1 sDrive20d,13341.41,2014.0,1995.0,Third Party,Automatic,86000.0,First Owner,Diesel,5.0,17.05 kmpl,SUV,Pune,2013.0,60k-100k,184.0,17.05,kmpl,3.4587696191346655
2017 BMW X1 sDrive 20d xLine,26126.92,2017.0,1995.0,Comprehensive,Automatic,102267.0,First Owner,Diesel,5.0,20.68 kmpl,SUV,Pune,2017.0,100k+,187.0,20.68,kmpl,3.5079532370068502
2013 BMW 5 Series 520d Luxury Line,21123.9,2013.0,1995.0,Comprehensive,Automatic,73386.0,First Owner,Diesel,5.0,18.12 kmpl,Sedan,Pune,2013.0,60k-100k,187.0,18.12,kmpl,3.4933378749655715
2021 BMW 3 Series Gran Limousine 320Ld Luxury Line,31685.84,2021.0,1995.0,Zero Dep,Automatic,11000.0,First Owner,Diesel,5.0,19.62 kmpl,Sedan,Pune,2021.0,0-20k,187.0,19.62,kmpl,3.5205203265693656
2007 Tata Indica DLS,2167.98,2007.0,1396.0,Third Party,Manual,91238.0,First Owner,Diesel,5.0,17.2 kmpl,Hatchback,Pune,2007.0,60k-100k,58.0,17.2,kmpl,3.2720495782982733
2009 Honda City 1.5 S MT,3335.35,2009.0,1497.0,Comprehensive,Manual,120000.0,First Owner,Petrol,5.0,17 kmpl,Sedan,Pune,2009.0,100k+,116.39,17.0,kmpl,3.324793356995052
2011 Honda City 1.5 S MT,4002.42,2011.0,1497.0,Third Party,Manual,120000.0,First Owner,Petrol,5.0,17 kmpl,Sedan,Pune,2011.0,100k+,116.39,17.0,kmpl,3.345358957272423
2015 BMW 3 Series GT 320d Luxury Line,28906.38,2015.0,1995.0,Third Party,Automatic,66206.0,First Owner,Diesel,5.0,19.59 kmpl,Sedan,Pune,2015.0,60k-100k,184.0,19.59,kmpl,3.5146197288115224
2015 BMW 3 Series GT 320d Luxury Line,26682.82,2015.0,1995.0,Third Party,Automatic,117677.0,First Owner,Diesel,5.0,19.59 kmpl,Sedan,Pune,2015.0,100k+,184.0,19.59,kmpl,3.5093563820731855
2008 Toyota Corolla H2,2167.98,2008.0,1794.0,Third Party,Manual,90000.0,First Owner,Petrol,5.0,13.4 kmpl,Sedan,Pune,2008.0,60k-100k,125.0,13.4,kmpl,3.2720495782982733
2016 Hyundai Grand i10 AT Asta,6448.35,2017.0,1197.0,Comprehensive,Automatic,46023.0,First Owner,Petrol,5.0,18.9 kmpl,Hatchback,Pune,2016.0,20k-60k,82.0,18.9,kmpl,3.394667395715375
2014 Hyundai i20 Sportz 1.4 CRDi,5558.92,2014.0,1396.0,Comprehensive,Manual,85000.0,First Owner,Diesel,5.0,21.9 kmpl,Hatchback,Pune,2014.0,60k-100k,88.0,21.9,kmpl,3.379987401051176
2015 Maruti Omni MPI CARGO BSIV,2946.23,2015.0,998.0,Third Party,Manual,34000.0,First Owner,Petrol,5.0,16.8 kmpl,MUV,Pune,2015.0,20k-60k,58.0,16.8,kmpl,3.310219348106662
2010 Hyundai i20 1.2 Magna,3001.82,2010.0,1197.0,Third Party,Manual,65123.0,Second Owner,Petrol,5.0,18.5 kmpl,Hatchback,Pune,2010.0,60k-100k,78.91,18.5,kmpl,3.312446292501444
2009 Maruti Swift 1.3 ZXI,2723.87,2009.0,1298.0,Third Party,Manual,75000.0,Third Owner,Petrol,5.0,16.1 kmpl,Hatchback,Pune,2009.0,60k-100k,88.0,16.1,kmpl,3.300748616820772
2016 Hyundai Creta 1.6 SX,9172.22,2016.0,1591.0,Third Party,Manual,66123.0,First Owner,Petrol,5.0,15.8 kmpl,SUV,Pune,2016.0,60k-100k,121.0,15.8,kmpl,3.4272823285679457
2019 Hyundai Santro Sportz,5948.04,2019.0,1086.0,Comprehensive,Manual,18000.0,First Owner,Petrol,5.0,20.3 kmpl,Hatchback,Pune,2019.0,0-20k,68.0,20.3,kmpl,3.386751245402105
2008 Hyundai i10 Magna(O) with Sun Roof,2167.98,2008.0,1086.0,Third Party,Manual,85000.0,Second Owner,Petrol,5.0,16 kmpl,Hatchback,Pune,2008.0,60k-100k,66.0,16.0,kmpl,3.2720495782982733
2012 Hyundai i20 Sportz 1.2,4113.6,2012.0,1197.0,Third Party,Manual,71000.0,First Owner,Petrol,5.0,18.6 kmpl,Hatchback,Pune,2012.0,60k-100k,81.0,18.6,kmpl,3.34836425909672
2011 Toyota Etios Liva G,2946.23,2011.0,1197.0,Comprehensive,Manual,90000.0,First Owner,Petrol,5.0,18.3 kmpl,Hatchback,Pune,2011.0,60k-100k,88.0,18.3,kmpl,3.310219348106662
2005 Maruti Alto LXi,2167.98,2005.0,998.0,Comprehensive,Manual,77000.0,First Owner,Petrol,5.0,19.7 kmpl,Hatchback,Pune,2005.0,60k-100k,58.0,19.7,kmpl,3.2720495782982733
2015 Maruti Celerio VXI AT,5003.03,2015.0,998.0,Comprehensive,Automatic,45136.0,First Owner,Petrol,5.0,23.1 kmpl,Hatchback,Pune,2015.0,20k-60k,67.0,23.1,kmpl,3.369209010798171
2018 Maruti Swift Dzire AMT VDI,8338.38,2018.0,1248.0,Third Party,Automatic,95000.0,First Owner,Diesel,5.0,28.4 kmpl,Sedan,Pune,2018.0,60k-100k,74.0,26.0,kmpl,3.418759556158009
2009 Chevrolet Spark 1.0 LS,2167.98,2009.0,998.0,Third Party,Manual,55000.0,First Owner,Petrol,5.0,18 kmpl,Hatchback,Pune,2009.0,20k-60k,62.0,18.0,kmpl,3.2720495782982733
2014 Hyundai Xcent 1.2 Kappa S Option,4447.14,2014.0,1197.0,Comprehensive,Manual,96000.0,Second Owner,Petrol,5.0,19.1 kmpl,Sedan,Pune,2014.0,60k-100k,81.0,19.1,kmpl,3.356796723820971
2014 Skoda Rapid 1.6 MPI AT Ambition,5225.38,2014.0,1598.0,Third Party,Automatic,57000.0,First Owner,Petrol,5.0,14.3 kmpl,Sedan,Pune,2014.0,20k-60k,105.0,14.3,kmpl,3.3736940634211856
2011 Maruti Swift 1.3 VXi,2946.23,2011.0,1298.0,Third Party,Manual,65130.0,Second Owner,Petrol,5.0,16.1 kmpl,Hatchback,Pune,2011.0,60k-100k,88.0,16.1,kmpl,3.310219348106662
2015 Hyundai i20 1.2 Asta,5892.46,2015.0,1197.0,Third Party,Manual,40757.0,First Owner,Petrol,5.0,18.6 kmpl,Hatchback,Pune,2015.0,20k-60k,81.0,18.6,kmpl,3.385819955146749
2021 Hyundai Venue S BSIV,9450.16,2021.0,1197.0,Comprehensive,Manual,31000.0,First Owner,Petrol,5.0,17.52 kmpl,SUV,Pune,2021.0,20k-60k,81.0,17.52,kmpl,3.42990762463412
2017 Maruti Swift VXI,6225.99,2017.0,1197.0,Third Party,Manual,18000.0,First Owner,Petrol,5.0,18.6 kmpl,Hatchback,Pune,2017.0,0-20k,85.0,18.6,kmpl,3.391248663612552
2021 Hyundai Venue S BSIV,12785.52,2021.0,1197.0,Third Party,Manual,11000.0,First Owner,Petrol,5.0,17.52 kmpl,SUV,Pune,2021.0,0-20k,81.0,17.52,kmpl,3.455349097488398
2015 Hyundai i20 1.2 Asta,6003.63,2015.0,1197.0,Third Party,Manual,52494.0,First Owner,Petrol,5.0,18.6 kmpl,Hatchback,Pune,2015.0,20k-60k,81.0,18.6,kmpl,3.387671747794786
2018 Maruti Eeco 5 Seater AC BSIV,15731.74,2018.0,1196.0,Third Party,Manual,12345.0,First Owner,Petrol,5.0,15.37 kmpl,MUV,Pune,2018.0,0-20k,73.0,15.370000000000001,kmpl,3.471655899608598
2018 Maruti Eeco 5 Seater AC BSIV,7782.49,2018.0,1196.0,Third Party,Manual,12345.0,First Owner,Petrol,5.0,15.37 kmpl,Minivans,Pune,2018.0,0-20k,73.0,15.370000000000001,kmpl,3.4124539254294466
2018 Maruti Eeco 5 Seater AC BSIV,12785.52,2018.0,1196.0,Third Party,Manual,12345.0,First Owner,Petrol,5.0,15.37 kmpl,MUV,Pune,2018.0,0-20k,73.0,15.370000000000001,kmpl,3.455349097488398
2013 Hyundai i10 Sportz,3446.53,2013.0,1197.0,Comprehensive,Manual,34430.0,First Owner,Petrol,5.0,20.36 kmpl,Hatchback,Pune,2013.0,20k-60k,78.0,20.36,kmpl,3.3285659958582654
2019 Hyundai Santro Magna AMT,5114.21,2019.0,1086.0,Third Party,Automatic,11000.0,First Owner,Petrol,5.0,20.3 kmpl,Hatchback,Pune,2019.0,0-20k,68.0,20.3,kmpl,3.371482498499911
2016 Honda City i VTEC CVT VX,8616.33,2016.0,1497.0,Third Party,Automatic,24000.0,First Owner,Petrol,5.0,18 kmpl,Sedan,Pune,2016.0,20k-60k,117.0,18.0,kmpl,3.4217161182659885
2023 Tata Nexon XZA Plus P AMT Diesel,16676.76,2023.0,1497.0,Comprehensive,Automatic,11000.0,First Owner,Diesel,5.0,22.07 kmpl,SUV,Pune,2023.0,0-20k,108.0,22.07,kmpl,3.4760834692266913
2013 Ford Figo Petrol ZXI,3057.41,2013.0,1196.0,Third Party,Manual,27787.0,First Owner,Petrol,5.0,15.6 kmpl,Hatchback,Pune,2013.0,20k-60k,70.0,15.6,kmpl,3.3146216286441312
2013 Maruti Swift VDI,5503.33,2013.0,1248.0,Third Party,Manual,96000.0,First Owner,Diesel,5.0,22.9 kmpl,Hatchback,Pune,2013.0,60k-100k,74.0,22.9,kmpl,3.378972216652173
2016 Ford Ecosport 1.5 Petrol Titanium AT,7615.72,2016.0,1496.0,Third Party,Automatic,43000.0,First Owner,Petrol,5.0,14.7 kmpl,SUV,Pune,2016.0,20k-60k,120.0,14.7,kmpl,3.4104501377616026
2022 Kia Seltos GTX Plus,15287.03,2022.0,1353.0,Third Party,Manual,45000.0,First Owner,Petrol,5.0,16.5 kmpl,SUV,Pune,2022.0,20k-60k,138.0,16.5,kmpl,3.4694541642049432
2015 Toyota Etios Cross 1.4L GD,5280.97,2015.0,1364.0,Comprehensive,Manual,80000.0,First Owner,Diesel,5.0,23.59 kmpl,Hatchback,Pune,2015.0,60k-100k,67.0,23.59,kmpl,3.3747777248255977
2014 Honda Amaze SX i-DTEC,5058.62,2014.0,1498.0,Comprehensive,Manual,50000.0,First Owner,Diesel,5.0,25.8 kmpl,Sedan,Pune,2014.0,20k-60k,98.0,25.8,kmpl,3.370353662223006
2015 Ford Aspire Titanium Diesel,5280.97,2015.0,1499.0,Third Party,Manual,45000.0,First Owner,Diesel,5.0,24.4 kmpl,Sedan,Pune,2015.0,20k-60k,98.0,24.4,kmpl,3.3747777248255977
2015 Honda City i VTEC VX,6659.59,2015.0,1497.0,Third Party,Manual,72000.0,First Owner,Petrol,5.0,17.8 kmpl,Sedan,Pune,2015.0,60k-100k,117.0,17.8,kmpl,3.397779679931635
2015 Mercedes-Benz C-Class C 220 CDI Elegance AT,25293.09,2015.0,2143.0,Comprehensive,Automatic,65000.0,First Owner,Diesel,5.0,14.84 kmpl,Sedan,Pune,2015.0,60k-100k,170.0,14.84,kmpl,3.5057761397153206
2021 Honda City V MT,13230.23,2021.0,1498.0,Comprehensive,Manual,11000.0,First Owner,Petrol,5.0,18.6 kmpl,Sedan,Pune,2021.0,0-20k,119.0,18.6,kmpl,3.4581001047608915
2016 Mercedes-Benz GLA Class 200 d Sport,21957.73,2016.0,2143.0,Third Party,Automatic,61000.0,Second Owner,Diesel,5.0,17.9 kmpl,SUV,Pune,2016.0,60k-100k,136.0,17.9,kmpl,3.4960617152390143
2018 Honda WR-V i-VTEC VX,8616.33,2018.0,1199.0,Third Party,Manual,14000.0,First Owner,Petrol,5.0,17.5 kmpl,SUV,Pune,2018.0,0-20k,88.0,17.5,kmpl,3.4217161182659885
2013 Hyundai i20 Sportz 1.2,4335.96,2013.0,1197.0,Comprehensive,Manual,35000.0,First Owner,Petrol,5.0,18.5 kmpl,Hatchback,Pune,2013.0,20k-60k,82.0,18.5,kmpl,3.3540774551425314
2022 Volkswagen Taigun 1.0 TSI Highline AT BSVI,16343.22,2022.0,999.0,Zero Dep,Automatic,23500.0,First Owner,Petrol,5.0,18.41 kmpl,SUV,Pune,2022.0,20k-60k,113.0,18.41,kmpl,3.474557873264643
2019 Honda City VX CVT,12174.03,2019.0,1497.0,Zero Dep,Automatic,17200.0,First Owner,Petrol,5.0,17.4 kmpl,Sedan,Pune,2019.0,0-20k,117.0,17.400000000000002,kmpl,3.451362008346543
2013 Maruti Swift VXI,4613.9,2013.0,1197.0,Comprehensive,Manual,53000.0,First Owner,Petrol,5.0,18.6 kmpl,Hatchback,Pune,2013.0,20k-60k,85.0,18.6,kmpl,3.3607179775800424
2017 Volkswagen Tiguan 2.0 TDI Highline,21957.73,2017.0,1968.0,Comprehensive,Automatic,96000.0,Second Owner,Diesel,5.0,16.65 kmpl,SUV,Pune,2017.0,60k-100k,141.0,16.65,kmpl,3.4960617152390143
2012 Mercedes-Benz E-Class E350 CDI Avantgarde,17232.65,2012.0,2360.0,Comprehensive,Automatic,45800.0,Second Owner,Diesel,5.0,11.5 kmpl,Sedan,Pune,2012.0,20k-60k,187.0,13.0,kmpl,3.4785421431872057
2013 BMW 7 Series 730Ld,31685.84,2013.0,2360.0,Comprehensive,Automatic,49800.0,Second Owner,Diesel,5.0,14.49 kmpl,Sedan,Pune,2013.0,20k-60k,187.0,14.49,kmpl,3.5205203265693656
2017 Honda City i-VTEC VX,8838.68,2017.0,1497.0,Third Party,Manual,47000.0,First Owner,Petrol,5.0,17.4 kmpl,Sedan,Pune,2017.0,20k-60k,117.0,17.400000000000002,kmpl,3.4239956514255785
2018 Hyundai i20 1.2 Spotz,6837.47,2018.0,1197.0,Comprehensive,Manual,23000.0,First Owner,Petrol,5.0,18.6 kmpl,Hatchback,Pune,2018.0,20k-60k,81.0,18.6,kmpl,3.400305067087012
2010 Hyundai i10 Sportz,2501.51,2010.0,1197.0,Third Party,Manual,81000.0,First Owner,Petrol,5.0,20.36 kmpl,Hatchback,Pune,2010.0,60k-100k,78.0,20.36,kmpl,3.2902447450748276
2010 Skoda Fabia 1.2 MPI Classic,2167.98,2010.0,1198.0,Comprehensive,Manual,31000.0,First Owner,Petrol,5.0,17.5 kmpl,Hatchback,Pune,2010.0,20k-60k,70.0,17.5,kmpl,3.2720495782982733
2019 Honda Amaze VX Petrol,7226.6,2019.0,1199.0,Comprehensive,Manual,36000.0,First Owner,Petrol,5.0,18.6 kmpl,Sedan,Pune,2019.0,20k-60k,88.0,18.6,kmpl,3.405550634802963
2012 Hyundai i10 Sportz AT,3835.65,2012.0,1197.0,Comprehensive,Automatic,29000.0,First Owner,Petrol,5.0,16.95 kmpl,Hatchback,Pune,2012.0,20k-60k,78.0,16.95,kmpl,3.3406470770936467
2012 Volkswagen Vento Petrol Comfortline,3324.23,2012.0,1598.0,Third Party,Manual,68000.0,Second Owner,Petrol,5.0,15.04 kmpl,Sedan,Pune,2012.0,60k-100k,103.0,15.04,kmpl,3.324407280144853
2013 Volkswagen Polo 1.2 MPI Highline,4058.01,2013.0,1198.0,Third Party,Manual,64000.0,First Owner,Petrol,5.0,16.47 kmpl,Hatchback,Pune,2013.0,60k-100k,74.0,16.47,kmpl,3.3468746387037456
2017 Nissan Micra XV CVT,4725.08,2017.0,1198.0,Third Party,Automatic,48000.0,First Owner,Petrol,5.0,19.15 kmpl,Hatchback,Pune,2017.0,20k-60k,75.0,19.15,kmpl,3.3632339561399833
2016 Maruti Celerio VXI AT,5169.8,2016.0,998.0,Third Party,Automatic,56000.0,First Owner,Petrol,5.0,23.1 kmpl,Hatchback,Pune,2016.0,20k-60k,67.0,23.1,kmpl,3.372595906517871
2017 Hyundai Creta 1.6 Gamma SX Plus,9172.22,2017.0,1591.0,Comprehensive,Manual,101800.0,First Owner,Petrol,5.0,15.29 kmpl,SUV,Pune,2017.0,100k+,121.0,15.290000000000001,kmpl,3.4272823285679457
2013 Maruti Wagon R VXI BS IV,3313.12,2013.0,998.0,Comprehensive,Manual,47000.0,First Owner,Petrol,5.0,20.51 kmpl,Hatchback,Pune,2013.0,20k-60k,67.0,20.51,kmpl,3.3240199141953335
2021 Maruti Wagon R CNG LXI,6837.47,2021.0,998.0,Third Party,Manual,18000.0,First Owner,CNG,5.0,32.52 kmpl,Hatchback,Pune,2021.0,0-20k,58.0,26.0,kmpl,3.400305067087012
